geneID,GeneName,Chrom,Strand,Start,End,GeneLength,BC_1_fpkm,BC_2_fpkm,BC_3_fpkm,BC_DOX_1_fpkm,BC_DOX_2_fpkm,BC_DOX_3_fpkm,GeneType,GeneDescription
ENSG00000270402,CTC-412M14.5,chr19,+,19819774,19821274,617,0.067437862,0,0,0,0.065076023,0.081570327,pseudogene,-
ENSG00000005073,HOXA11,chr7,-,27221129,27224842,2295,6.400014753,6.988274851,6.56653821,10.36108665,10.63719337,10.74560216,protein_coding,homeobox_A11
ENSG00000005075,POLR2J,chr7,-,102113565,102119354,932,47.5915941,39.99388192,41.70092921,38.95026003,36.79155326,38.82668796,protein_coding,polymerase_(RNA)_II_(DNA_directed)_polypeptide_J_13.3kDa
ENSG00000234159,RBPMSLP,chr21,-,17116323,17117399,502,0.082886775,0,0.243079588,0,0,0,pseudogene,RNA_binding_protein_with_multiple_splicing-like_pseudogene
ENSG00000120549,KIAA1217,chr10,+,23983675,24836772,7383,1.758371699,1.614199198,1.363556971,10.05596568,10.17529676,10.70929012,protein_coding,KIAA1217
ENSG00000232878,DPYD-AS1,chr1,+,97561479,97788511,533,0,0,0,0,0,0,antisense,DPYD_antisense_RNA_1
ENSG00000131469,RPL27,chr17,+,41150290,41154976,1872,320.8484188,322.5795851,322.4366327,294.3228968,293.4821199,275.7603861,protein_coding,ribosomal_protein_L27
ENSG00000099338,CATSPERG,chr19,+,38826415,38861589,3785,0.109931733,0.117236894,0.09671806,0.364336899,0.541016434,0.505283458,protein_coding,catsper_channel_auxiliary_subunit_gamma
ENSG00000086827,ZW10,chr11,-,113603909,113644533,2992,32.24988119,32.62806193,31.42412993,21.67479387,23.43089161,22.55716706,protein_coding,zw10_kinetochore_protein
ENSG00000196970,NXF4,chrX,+,101804893,101826623,3617,0,0,0,0,0,0,processed_transcript,nuclear_RNA_export_factor_4_pseudogene
ENSG00000026103,FAS,chr10,+,90750414,90775542,2563,10.00048506,8.335150405,8.64132285,9.234054552,8.882610475,9.189981016,protein_coding,Fas_(TNF_receptor_superfamily_member_6)
ENSG00000251204,CTC-278L1.1,chr5,-,105751277,105752942,1666,0,0,0,0,0,0,pseudogene,-
ENSG00000163145,C1QTNF7,chr4,+,15341442,15447790,4516,0,0,0,0,0,0,protein_coding,C1q_and_tumor_necrosis_factor_related_protein_7
ENSG00000163492,CCDC141,chr2,-,179694484,179914813,9127,0,0,0,0.004083563,0.026395468,0.005514286,protein_coding,coiled-coil_domain_containing_141
ENSG00000267768,CTC-459F4.8,chr19,-,28399264,28399462,199,0,0,0,0,0,0,pseudogene,-
ENSG00000267767,CTC-523E23.4,chr19,-,35282724,35323773,2077,0.520865762,0.579894848,0.91064144,0.986946269,1.198564355,0.678482893,lincRNA,-
ENSG00000157741,UBN2,chr7,+,138915102,138992981,14443,2.347951691,1.904866151,2.124872061,2.283774273,2.354681458,2.613492267,protein_coding,ubinuclein_2
ENSG00000162365,CYP4A22,chr1,+,47603107,47615413,2535,0,0,0,0,0,0,protein_coding,cytochrome_P450_family_4_subfamily_A_polypeptide_22
ENSG00000119547,ONECUT2,chr18,+,55102917,55158530,16122,0.696841179,0.625187597,0.601728276,0.476228761,0.39599014,0.340271009,protein_coding,one_cut_homeobox_2
ENSG00000253966,CTC-455F18.3,chr5,+,170323933,170331465,1337,0.093363862,0.189653443,0.136902715,0.0557527,0.030031343,0.11292945,pseudogene,-
ENSG00000112576,CCND3,chr6,-,41902671,42018095,2394,24.88902199,27.40617017,25.25641591,28.22545651,28.61284523,28.48606864,protein_coding,cyclin_D3
ENSG00000253965,CTC-329D1.3,chr5,-,139728069,139737379,570,0,0,0,0.065387158,0,0,antisense,-
ENSG00000266975,CTC-425F1.2,chr19,+,13041336,13044110,241,0.517956362,0,0.253165878,0,0,0.417667152,antisense,-
ENSG00000266977,CTC-459F4.5,chr19,-,28340638,28380130,458,0,0,0,0,0,0,lincRNA,-
ENSG00000185515,BRCC3,chrX,+,154299695,154351349,2846,27.42754258,26.86238432,28.81287435,22.15811335,22.89759075,20.86721443,protein_coding,BRCA1/BRCA2-containing_complex_subunit_3
ENSG00000197728,RPS26,chr12,+,56435637,56438116,1204,408.6268443,414.3624495,416.7024133,406.4485289,402.1193367,397.3223556,protein_coding,ribosomal_protein_S26
ENSG00000160321,ZNF208,chr19,-,22115760,22193751,3992,0,0,0,0,0,0,protein_coding,zinc_finger_protein_208
ENSG00000161980,POLR3K,chr16,-,96407,103628,1392,16.94855914,19.53665481,22.26622992,9.264120179,9.951442196,9.038953261,protein_coding,polymerase_(RNA)_III_(DNA_directed)_polypeptide_K_12.3_kDa
ENSG00000253673,CTC-436K13.1,chr5,+,157602404,157627024,681,0,0,0,0,0,0,lincRNA,-
ENSG00000100100,PIK3IP1,chr22,-,31677579,31688520,3030,3.968662558,3.61939199,4.087668061,5.953468361,6.453458143,5.880009136,protein_coding,phosphoinositide-3-kinase_interacting_protein_1
ENSG00000160588,MPZL3,chr11,-,118097409,118123065,3964,7.841080555,7.628108813,7.234131924,23.82540444,26.06227394,25.40567922,protein_coding,myelin_protein_zero-like_3
ENSG00000109572,CLCN3,chr4,+,170533784,170644824,6692,41.99466137,37.72997526,40.15259241,71.1161556,71.4718325,71.59006585,protein_coding,chloride_channel_voltage-sensitive_3
ENSG00000178409,BEND3,chr6,-,107386386,107436473,6644,4.11457237,4.455735506,4.811980686,1.553879947,1.353706641,1.628644149,protein_coding,BEN_domain_containing_3
ENSG00000163808,KIF15,chr3,+,44803209,44914868,4842,9.426941284,9.360809411,9.753003676,2.193751303,1.948719101,1.954116409,protein_coding,kinesin_family_member_15
ENSG00000167588,GPD1,chr12,+,50497602,50505102,3082,0.661534358,0.966712579,0.989827652,0.967441402,0.95103476,1.094106343,protein_coding,glycerol-3-phosphate_dehydrogenase_1_(soluble)
ENSG00000235150,RCBTB2P1,chr10,-,90545357,90546818,1462,0,0,0,0,0,0,pseudogene,regulator_of_chromosome_condensation_(RCC1)_and_BTB_(POZ)_domain_containing_protein_2_pseudogene_1
ENSG00000135945,REV1,chr2,-,100016938,100106497,4751,6.428357025,6.151032777,6.074329168,5.616882109,5.611632397,5.487342861,protein_coding,REV1_polymerase_(DNA_directed)
ENSG00000255095,OR1D4,chr17,+,3143970,3144908,939,0,0,0,0,0,0,pseudogene,olfactory_receptor_family_1_subfamily_D_member_4_(gene/pseudogene)
ENSG00000250882,CTC-459M5.1,chr5,+,111509267,111511245,457,0,0,0,0,0,0,antisense,-
ENSG00000111196,MAGOHB,chr12,-,10758612,10766222,2671,12.0418875,11.65305377,11.76401456,6.167592876,6.509088452,8.422693604,protein_coding,mago-nashi_homolog_B_(Drosophila)
ENSG00000271283,CTC-412M14.6,chr19,-,19810012,19810218,207,0,0,0,0,0,0,pseudogene,-
ENSG00000235124,KRT8P17,chrX,+,58011120,58012567,1448,0,0,0,0,0,0,pseudogene,keratin_8_pseudogene_17
ENSG00000234298,TCEB3CL,chr18,-,44548658,44550534,1877,0,0,0,0,0,0,protein_coding,transcription_elongation_factor_B_polypeptide_3C-like
ENSG00000248884,CTC-537E7.3,chr5,-,67726254,67730308,410,0.304457276,0.309227625,0,0.272712293,0.097931478,0.245506789,lincRNA,-
ENSG00000248881,CTC-366B18.2,chr5,-,74894307,74895205,754,0,0,0,0,0,0,antisense,-
ENSG00000142959,BEST4,chr1,-,45249257,45253377,2047,0.487845562,0.650329715,0.3874786,2.039236035,2.118420048,1.917759432,protein_coding,bestrophin_4
ENSG00000235919,ASH1L-AS1,chr1,+,155531821,155533775,1955,0.744921042,1.134889111,0.905051825,0.64818574,0.718832075,0.617848288,processed_transcript,ASH1L_antisense_RNA_1
ENSG00000263725,FTLP13,chr17,+,21747827,21748211,385,0,0,0,0,0,0,pseudogene,ferritin_light_polypeptide_pseudogene_13
ENSG00000248593,DSTNP2,chr12,+,6993846,6994950,1105,3.501947493,3.097873132,3.14727571,2.563413287,2.725242482,3.09716257,pseudogene,destrin_(actin_depolymerizing_factor)_pseudogene_2
ENSG00000236337,FMR1-IT1,chrX,+,147028461,147029103,343,0.363928522,0,1.067282387,0.217321749,0.11706095,0.880388777,sense_intronic,FMR1_intronic_transcript_1_(non-protein_coding)
ENSG00000236339,POM121L13P,chr13,+,29352695,29353074,380,0,0,0,0,0,0,pseudogene,POM121_transmembrane_nucleoporin-like_13_pseudogene
ENSG00000249921,CTC-329H14.1,chr5,+,108119799,108121253,948,0,0,0,0,0,0,pseudogene,-
ENSG00000085276,MECOM,chr3,-,168801287,169381406,5732,1.996252494,2.256088501,2.096921906,2.334294161,2.143489743,2.080939872,protein_coding,MDS1_and_EVI1_complex_locus
ENSG00000213741,RPS29,chr14,-,50043390,50065408,1374,281.9671752,239.2181758,216.476172,223.7325829,223.6408558,206.8832465,protein_coding,ribosomal_protein_S29
ENSG00000152332,UHMK1,chr1,+,162467041,162499419,8478,29.94308701,26.46927195,29.31184869,40.59418016,38.90159885,39.40589567,protein_coding,U2AF_homology_motif_(UHM)_kinase_1
ENSG00000224701,MED28P4,chrX,-,45811197,45811768,572,0,0,0,0,0,0,pseudogene,mediator_complex_subunit_28_pseudogene_4
ENSG00000173597,SULT1B1,chr4,-,70592566,70653679,1429,0.203823742,0.177443424,0.170785099,4.851187184,4.411371047,4.789873533,protein_coding,sulfotransferase_family_cytosolic_1B_member_1
ENSG00000197253,TPSB2,chr16,-,1277272,1280214,1211,0.240515382,0.261732713,0.100764618,5.693704216,6.133858457,6.109287439,polymorphic_pseudogene,tryptase_beta_2_(gene/pseudogene)
ENSG00000110446,SLC15A3,chr11,-,60704556,60720002,4579,0.018173907,0.055375989,0.02664904,0.162789605,0.096455769,0.076938686,protein_coding,solute_carrier_family_15_member_3
ENSG00000156795,WDYHV1,chr8,+,124428965,124479470,1491,14.53948553,15.09325314,12.39901534,9.448904796,10.61022866,9.485190197,protein_coding,WDYHV_motif_containing_1
ENSG00000013392,RWDD2A,chr6,+,83903098,83906382,2192,8.674902651,8.791544528,7.765793996,8.0254384,9.012197858,8.839700423,protein_coding,RWD_domain_containing_2A
ENSG00000211584,SLC48A1,chr12,+,48147699,48176536,3010,7.409471872,7.139459739,7.337773252,5.38629429,5.309122442,5.96924065,protein_coding,solute_carrier_family_48_(heme_transporter)_member_1
ENSG00000113758,DBN1,chr5,-,176883609,176901402,3072,28.79592332,30.10691295,28.83816467,15.26253759,13.99827188,13.67989083,protein_coding,drebrin_1
ENSG00000149577,SIDT2,chr11,+,117049449,117068160,4406,9.273762182,8.143368442,8.12860127,18.62688094,16.91373975,18.37929797,protein_coding,SID1_transmembrane_family_member_2
ENSG00000254294,IMPDH1P6,chr8,+,124412822,124414335,1514,0.027482933,0,0.040299192,0,0,0.066484665,pseudogene,IMP_(inosine_monophosphate)_dehydrogenase_1_pseudogene_6
ENSG00000254295,CTC-308K20.2,chr5,+,172381910,172384165,489,0,0,0,0,0,0,lincRNA,-
ENSG00000254297,CTC-286N12.1,chr5,-,166723239,166730377,648,0,0,0,0,0,0,antisense,-
ENSG00000257927,MRPS36P5,chr12,-,43447892,43448189,298,0,0,0,0,0,0,pseudogene,mitochondrial_ribosomal_protein_S36_pseudogene_5
ENSG00000242615,CTC-359D24.3,chr19,-,12252621,12254137,1517,0,0,0,0,0,0,pseudogene,-
ENSG00000251515,CCDC11P1,chr5,-,39571580,39572741,1162,0,0,0,0,0,0,pseudogene,coiled-coil_domain_containing_11_pseudogene_1
ENSG00000196646,ZNF136,chr19,+,12273879,12300064,3579,2.174046695,2.019181224,1.824081722,1.989019247,2.187656231,2.657770478,protein_coding,zinc_finger_protein_136
ENSG00000127554,GFER,chr16,+,2034208,2037750,2345,12.70454556,10.43461918,10.79760565,12.88977463,11.50621781,12.12615089,protein_coding,growth_factor_augmenter_of_liver_regeneration
ENSG00000240509,CTC-788C1.1,chr8,-,94969566,94969919,354,0,0.35814499,0,0,0,0,pseudogene,-
ENSG00000096395,MLN,chr6,-,33762450,33771788,566,0,0,0,0,0,0,protein_coding,motilin
ENSG00000134970,TMED7,chr5,-,114949205,114968689,3757,39.06188744,34.01586185,34.36344377,43.15343575,46.21156272,44.72935043,protein_coding,transmembrane_emp24_protein_transport_domain_containing_7
ENSG00000263400,CTC-297N7.5,chr17,+,10633094,10672323,876,0,0,0,0,0,0,antisense,-
ENSG00000248753,CTC-276P9.2,chr5,+,134456216,134475371,532,0,0,0,0.140115338,0,0,lincRNA,-
ENSG00000248287,SCGB1D5P,chr4,-,166438407,166438653,247,0,0,0,0,0,0,pseudogene,secretoglobin_family_1D_member_5_pseudogene
ENSG00000270839,CTC-571O20.1,chr5,-,174910598,174911195,598,0,0,0,0,0,0,pseudogene,-
ENSG00000249150,CTC-472C24.1,chr5,-,116156689,116165883,553,0,0,0,0,0,0,lincRNA,-
ENSG00000130600,H19,chr11,-,2016406,2022700,2348,2055.116869,1832.715618,1631.577419,1384.713702,1443.587561,1447.255725,processed_transcript,H19_imprinted_maternally_expressed_transcript_(non-protein_coding)
ENSG00000061918,GUCY1B3,chr4,+,156680144,156728743,3124,0,0,0,0.011930435,0,0,protein_coding,guanylate_cyclase_1_soluble_beta_3
ENSG00000067365,METTL22,chr16,+,8715540,8740081,1672,6.719182709,7.014029717,5.692598284,2.964713184,3.386015988,4.063636595,protein_coding,methyltransferase_like_22
ENSG00000259856,RAB43P1,chr16,-,46660316,46660904,589,0.211931211,0.215251827,0.207174793,0.189833684,0.477187337,0.512688201,pseudogene,RAB43_pseudogene_1
ENSG00000116670,MAD2L2,chr1,-,11734537,11751707,1860,20.51376382,21.43728824,21.4529498,8.015200006,8.267838689,7.089338516,protein_coding,MAD2_mitotic_arrest_deficient-like_2_(yeast)
ENSG00000116679,IVNS1ABP,chr1,-,185265520,185286461,4199,44.40358437,44.98860592,45.93046408,36.79137145,37.13979579,39.27787051,protein_coding,influenza_virus_NS1A_binding_protein
ENSG00000146833,TRIM4,chr7,-,99474581,99517223,3383,13.36954126,14.3722748,13.47227119,17.82558684,18.55082144,17.88215427,protein_coding,tripartite_motif_containing_4
ENSG00000230942,HMGN1P5,chr1,-,158236543,158237110,263,0,0,0,0,0,0,pseudogene,high_mobility_group_nucleosome_binding_domain_1_pseudogene_5
ENSG00000181023,OR56B1,chr11,+,5757681,5758768,1088,0,0,0,0,0,0,protein_coding,olfactory_receptor_family_56_subfamily_B_member_1
ENSG00000181790,BAI1,chr8,+,143530791,143626370,6241,41.37581375,47.63770234,45.70351948,6.915469872,7.540143201,8.128749061,protein_coding,brain-specific_angiogenesis_inhibitor_1
ENSG00000227216,PFN1P5,chr1,+,146059926,146060343,418,0,0,0,0,0,0,pseudogene,profilin_1_pseudogene_5
ENSG00000180771,SRSF8,chr11,+,94800056,94804388,4331,30.95467951,31.5128725,33.42964516,19.19039863,18.94954876,18.81377875,pseudogene,serine/arginine-rich_splicing_factor_8
ENSG00000135720,DYNC1LI2,chr16,-,66754796,66785701,4515,26.08981949,26.1990794,26.14841849,40.42403546,41.21017319,41.38896458,protein_coding,dynein_cytoplasmic_1_light_intermediate_chain_2
ENSG00000135722,FBXL8,chr16,+,67193834,67198473,1658,3.387959436,3.632212305,2.796734748,3.012226251,3.172436474,3.581911476,protein_coding,F-box_and_leucine-rich_repeat_protein_8
ENSG00000104859,CLASRP,chr19,+,45542298,45574214,2769,16.00352349,15.24696557,14.60874085,10.66030285,10.01985084,11.9415247,protein_coding,CLK4-associating_serine/arginine_rich_protein
ENSG00000104852,SNRNP70,chr19,+,49588676,49611862,3221,64.86171926,69.59109624,71.31755867,40.9040217,35.30276235,40.06311036,protein_coding,small_nuclear_ribonucleoprotein_70kDa_(U1)
ENSG00000185009,AP3M1,chr10,-,75881524,75910821,3613,23.26335604,22.72134066,26.03985877,25.67581583,26.08262473,26.29973641,protein_coding,adaptor-related_protein_complex_3_mu_1_subunit
ENSG00000244231,CSPG4P2Y,chrY,-,26329581,26333378,795,0,0,0,0,0,0,processed_transcript,chondroitin_sulfate_proteoglycan_4_pseudogene_2_Y-linked
ENSG00000238046,MTND5P22,chr2,-,125438299,125438493,195,0,0,0,0,0,0,pseudogene,MT-ND5_pseudogene_22
ENSG00000267481,CTC-559E9.5,chr19,-,19899564,19901340,921,0.40660418,0.688291674,0.397478674,0.404676222,1.002707748,0.491813275,sense_intronic,-
ENSG00000227867,TCEB1P11,chrY,-,28137388,28137719,332,0,0,0,0,0,0,pseudogene,transcription_elongation_factor_B_(SIII)_polypeptide_1_pseudogene_11
ENSG00000204655,MOG,chr6,+,29624758,29640149,2499,0,0,0,0,0,0,protein_coding,myelin_oligodendrocyte_glycoprotein
ENSG00000204659,CBY3,chr5,-,179105584,179107975,785,0.159015902,0.161507422,0.155447074,0.094957147,0,0.064113238,protein_coding,chibby_homolog_3_(Drosophila)
ENSG00000173928,SWSAP1,chr19,+,11485361,11487627,1684,1.606054317,2.0703928,1.268084428,2.191091047,2.432003802,1.673644857,protein_coding,SWIM-type_zinc_finger_7_associated_protein_1
ENSG00000226023,CT47A6,chrX,-,120092025,120095337,1288,0,0,0,0,0,0,protein_coding,cancer/testis_antigen_family_47_member_A6
ENSG00000254464,OR4A3P,chr11,-,51455830,51456700,871,0,0,0,0,0,0,pseudogene,olfactory_receptor_family_4_subfamily_A_member_3_pseudogene
ENSG00000158865,SLC5A11,chr16,+,24857162,24922949,2745,0.181897972,0.11546751,0.133361697,0.162931935,0.102391017,0.311690769,protein_coding,solute_carrier_family_5_(sodium/glucose_cotransporter)_member_11
ENSG00000170571,EMB,chr5,-,49692026,49739082,4281,0,0,0.014252038,0,0,0,protein_coding,embigin
ENSG00000170577,SIX2,chr2,-,45232300,45236569,2205,2.339925611,2.501167663,3.182082674,1.098682178,0.928683538,0.958645557,protein_coding,SIX_homeobox_2
ENSG00000198300,PEG3,chr19,-,57321445,57352096,8723,0,0,0,0,0,0,protein_coding,paternally_expressed_3
ENSG00000253785,CTC-308K20.3,chr5,+,172402514,172403377,864,0.144476254,0.220109942,0.141233742,0,0.092944227,0.058251032,pseudogene,-
ENSG00000248127,CTC-235G5.3,chr5,-,75377771,75380011,691,0,0,0,0,0,0,lincRNA,-
ENSG00000141977,CIB3,chr19,-,16272179,16284336,711,0,0,0,0.052420084,0.056472441,0,protein_coding,calcium_and_integrin_binding_family_member_3
ENSG00000249834,PGBD4P3,chr5,+,147686861,147687821,581,0,0,0.105013729,0,0.069108272,0.259873796,pseudogene,piggyBac_transposable_element_derived_4_pseudogene_3
ENSG00000138161,CUZD1,chr10,-,124591665,124639146,2903,0.601992685,0.56775172,0.567464817,0.282450899,0.221298827,0.138694845,protein_coding,CUB_and_zona_pellucida-like_domains_1
ENSG00000268739,CTC-518B2.12,chr19,+,51517630,51517990,240,0,0,0,0,0,0,antisense,-
ENSG00000270641,TSIX,chrX,+,73012040,73049066,37027,0,0,0,0,0,0,lincRNA,TSIX_transcript_XIST_antisense_RNA
ENSG00000224971,SUMO2P3,chr7,+,55799837,55800124,288,0.144476254,0.220109942,0.211850613,0,0,0,pseudogene,SMT3_suppressor_of_mif_two_3_homolog_2_(S._cerevisiae)_pseudogene_3
ENSG00000250806,CTC-293G12.1,chr5,-,99989816,99993674,469,0,0,0,0,0,0,lincRNA,-
ENSG00000250803,CTC-441N14.4,chr5,+,121493063,121518353,1035,0,0,0,0,0.155176448,0,pseudogene,-
ENSG00000250802,ZBED3-AS1,chr5,+,76382565,76462734,1987,0.711983632,0.542354441,0.614121555,0.581475129,0.586011712,0.379936274,processed_transcript,ZBED3_antisense_RNA_1
ENSG00000261524,ABCB10P3,chr15,+,28648014,28650179,2166,0,0,0,0,0,0,pseudogene,ATP-binding_cassette_sub-family_B_(MDR/TAP)_member_10_pseudogene_3
ENSG00000267273,CTC-543D15.3,chr19,+,9609354,9620755,656,0,0,0,0,0,0,lincRNA,-
ENSG00000181617,FDCSP,chr4,+,71091788,71100969,566,0.073514419,0.111999405,0.215593556,0.131698516,0.141879526,0,protein_coding,follicular_dendritic_cell_secreted_protein
ENSG00000263388,CTC-297N7.10,chr17,+,10584051,10587305,171,0,0,0.356801032,0,0,0,antisense,-
ENSG00000251031,CTC-367F4.1,chr5,-,144602173,144608545,493,0,0,0,0,0,0.204174003,lincRNA,-
ENSG00000226223,TSPY16P,chrY,-,9477858,9478325,468,0,0,0,0,0,0,pseudogene,testis_specific_protein_Y-linked_16_pseudogene
ENSG00000179420,OR6W1P,chr7,-,142759427,142760735,1100,0,0,0,0,0,0,pseudogene,olfactory_receptor_family_6_subfamily_W_member_1_pseudogene
ENSG00000070729,CNGB1,chr16,-,57917503,58005020,4364,0,0.072630228,0,0.017080972,0.009200712,0,protein_coding,cyclic_nucleotide_gated_channel_beta_1
ENSG00000115590,IL1R2,chr2,+,102608306,102645006,1578,0.210946317,0.12051647,0.309318005,57.01611001,65.01148262,60.98152157,protein_coding,interleukin_1_receptor_type_II
ENSG00000183508,FAM46C,chr1,+,118148556,118170994,5751,2.756579789,2.160453135,1.983903078,2.378428025,2.010737072,2.380361426,protein_coding,family_with_sequence_similarity_46_member_C
ENSG00000149646,CNBD2,chr20,+,34556512,34618622,2531,0.032879622,0.125230469,0.144637637,0.147256737,0.031728096,0.079539932,protein_coding,cyclic_nucleotide_binding_domain_containing_2
ENSG00000055609,MLL3,chr7,-,151832010,152133090,17029,3.012748582,2.442006638,2.561763943,4.370752717,4.98214676,4.507109045,protein_coding,myeloid/lymphoid_or_mixed-lineage_leukemia_3
ENSG00000262814,MRPL12,chr17,+,79670387,79674556,1028,10.44276611,7.646465208,9.080725099,5.692117475,4.882284278,4.455183998,protein_coding,mitochondrial_ribosomal_protein_L12
ENSG00000104043,ATP8B4,chr15,-,50150435,50475014,5783,0.251827881,0.263081431,0.242659253,0.141787128,0.118032578,0.182760976,protein_coding,ATPase_class_I_type_8B_member_4
ENSG00000237276,ANO7P1,chr1,-,16542404,16554522,1720,1.524056481,1.584791579,0.993234501,5.005539004,4.388696692,4.945106225,pseudogene,anoctamin_7_pseudogene_1
ENSG00000237273,RSL24D1P8,chr19,+,12207239,12207730,492,0,0,0,0,0,0.306883486,pseudogene,ribosomal_L24_domain_containing_1_pseudogene_8
ENSG00000124444,ZNF576,chr19,+,44100544,44105309,2566,2.416120421,2.59396907,2.258859223,1.975375091,2.065491652,2.177126651,protein_coding,zinc_finger_protein_576
ENSG00000235262,KDM5C-IT1,chrX,-,53241590,53243861,755,0,0,0,0,0,0,sense_intronic,KDM5C_intronic_transcript_1_(non-protein_coding)
ENSG00000166013,TRIM53BP,chr11,+,89575165,89584138,1720,0,0,0,0,0,0,pseudogene,tripartite_motif_containing_53B_pseudogene
ENSG00000059122,FLYWCH1,chr16,+,2961938,3001209,5141,6.76624366,5.881700707,5.696601578,5.930250197,5.607677191,5.609503011,protein_coding,FLYWCH-type_zinc_finger_1
ENSG00000136574,GATA4,chr8,+,11534468,11617511,3414,0,0,0.017871405,0,0.011760957,0,protein_coding,GATA_binding_protein_4
ENSG00000154710,RABGEF1,chr7,+,66205720,66276451,3733,0.033438919,0.050944278,0,0,0.010755935,0.053928628,protein_coding,RAB_guanine_nucleotide_exchange_factor_(GEF)_1
ENSG00000253438,PCAT1,chr8,+,127859300,128033259,1992,0.355098262,0.095469372,0.122516017,0.112261084,0.181409213,0.101062032,lincRNA,prostate_cancer_associated_transcript_1_(non-protein_coding)
ENSG00000170290,SLN,chr11,-,107578104,107590419,906,0.137778679,0,0.269372965,0.164550464,0,0.166651959,protein_coding,sarcolipin
ENSG00000253435,IGKV2-4,chr2,-,89231184,89231898,340,0,0,0,0,0,0,IG_V_pseudogene,immunoglobulin_kappa_variable_2-4_(pseudogene)
ENSG00000170296,GABARAP,chr17,-,7143333,7146089,1634,0.8912611,0.504340037,0.746792858,1.003616843,0.860046944,0.708423813,protein_coding,GABA(A)_receptor-associated_protein
ENSG00000205029,OR5D16,chr11,+,55606228,55607214,987,0,0,0,0,0,0,protein_coding,olfactory_receptor_family_5_subfamily_D_member_16
ENSG00000205025,OR5G5P,chr11,-,56569332,56587184,939,0,0,0,0,0,0,pseudogene,olfactory_receptor_family_5_subfamily_G_member_5_pseudogene
ENSG00000170374,SP7,chr12,-,53720362,53739099,3148,0,0,0,0,0,0,protein_coding,Sp7_transcription_factor
ENSG00000231195,IFNA11P,chr9,-,21398613,21399138,526,0,0,0,0,0,0,pseudogene,interferon_alpha_11_pseudogene
ENSG00000075089,ACTR6,chr12,+,100592900,100635643,2464,18.30532898,18.18908517,18.12560827,13.23532671,15.08955555,14.3184063,protein_coding,ARP6_actin-related_protein_6_homolog_(yeast)
ENSG00000096264,NCR2,chr6,+,41303393,41318625,1154,0,0,0,0.03229695,0,0,protein_coding,natural_cytotoxicity_triggering_receptor_2
ENSG00000145321,GC,chr4,-,72607410,72669758,1972,0,0,0,0,0,0,protein_coding,group-specific_component_(vitamin_D_binding_protein)
ENSG00000249641,HOXC-AS5,chr12,-,54329112,54333427,1408,0,0,0,0,0,0,antisense,HOXC_cluster_antisense_RNA_5
ENSG00000074755,ZZEF1,chr17,-,3907739,4046314,11456,3.889962597,3.757239813,3.48310812,10.93459808,10.81956473,11.11927593,protein_coding,zinc_finger_ZZ-type_with_EF-hand_domain_1
ENSG00000066382,MPPED2,chr11,-,30406040,30608419,5591,0,0,0,0,0,0,protein_coding,metallophosphoesterase_domain_containing_2
ENSG00000267827,CTC-471J1.8,chr19,-,52633801,52674786,579,0,0,0,0,0,0,processed_transcript,-
ENSG00000174564,IL20RB,chr3,+,136665072,136729927,2047,0.548826257,0.309680817,0.506702785,0.455186615,0.647295015,0.835946419,protein_coding,interleukin_20_receptor_beta
ENSG00000223788,DIS3L2P1,chr2,+,233306744,233312128,559,0,0,0,0,0,0,pseudogene,DIS3_mitotic_control_homolog_(S._cerevisiae)-like_2_pseudogene_1
ENSG00000223431,MTND6P21,chr21,+,45892778,45893622,482,0,0,0,0,0,0,pseudogene,MT-ND6_pseudogene_21
ENSG00000234558,API5P1,chrX,-,115238174,115239683,1510,0.137778679,0.167924936,0.040405945,0.049365139,0.079771998,0.066660784,pseudogene,API5_pseudogene_1
ENSG00000228036,HSPD1P9,chr13,-,38567222,38568857,1636,0,0,0,0.022781589,0,0,pseudogene,heat_shock_60kDa_protein_1_(chaperonin)_pseudogene_9
ENSG00000237988,OR2I1P,chr6,+,29520996,29521943,948,0,0,0,0,0,0,pseudogene,olfactory_receptor_family_2_subfamily_I_member_1_pseudogene
ENSG00000228782,MRPL45P2,chr17,-,45527934,45569858,1763,1.581289729,1.689964929,0.830579374,0.930181464,1.708107171,1.712838063,pseudogene,mitochondrial_ribosomal_protein_L45_pseudogene_2
ENSG00000261754,CTC-523E23.1,chr19,-,35302493,35305249,2757,0.603687502,0.735775561,1.106510274,1.257226421,1.310725982,1.168316675,lincRNA,-
ENSG00000167840,ZNF232,chr17,-,5008836,5026411,2384,4.991703048,5.770130415,5.067352913,3.314338996,2.997919149,3.251111296,protein_coding,zinc_finger_protein_232
ENSG00000027644,INSRR,chr1,-,156809855,156828810,5101,0,0.012427301,0,0,0,0,protein_coding,insulin_receptor-related_receptor
ENSG00000166250,CLMP,chr11,-,122943035,123065989,2610,0.478266219,0.364319903,0.420779148,0.599758069,0.430748416,0.539926808,protein_coding,CXADR-like_membrane_protein
ENSG00000181408,UTS2R,chr17,+,80332153,80333462,1310,0,0,0,0,0,0.038419001,protein_coding,urotensin_2_receptor
ENSG00000166787,SAA3P,chr11,-,18134019,18137679,642,0,0,0,0,0,0,pseudogene,serum_amyloid_A3_pseudogene
ENSG00000162006,MSLNL,chr16,-,819428,833370,3162,0.078954765,0.080191857,0,0.035361176,0.038094787,0.031833581,protein_coding,mesothelin-like
