geneID,GeneName,Chrom,Strand,Start,End,GeneLength,DL_1_fpkm,DL_2_fpkm,DL_3_fpkm,DL_DOX_1_fpkm,DL_DOX_2_fpkm,DL_DOX_3_fpkm,GeneType,GeneDescription
ENSG00000027697,IFNGR1,chr6,-,137518621,137540586,2139,57.24579211,58.60316349,55.18012154,73.42635603,73.38058572,74.23568431,protein_coding,interferon_gamma_receptor_1
ENSG00000114248,LRRC31,chr3,-,169556967,169587718,2520,0,0.023136243,0.050772263,0.020407659,0.033228136,0.021302216,protein_coding,leucine_rich_repeat_containing_31
ENSG00000149548,CCDC15,chr11,+,124824017,124911385,3924,1.390558876,1.500671934,1.336847661,1.389218615,1.344367685,1.231229016,protein_coding,coiled-coil_domain_containing_15
ENSG00000149541,B3GAT3,chr11,-,62382768,62389647,2056,9.828668773,9.726674776,11.9793895,11.4810948,12.09594637,11.46216725,protein_coding,beta-13-glucuronyltransferase_3_(glucuronosyltransferase_I)
ENSG00000166197,NOLC1,chr10,+,103911933,103923627,3966,95.10735971,93.27651289,93.5238912,65.57434653,66.24262568,67.02753641,protein_coding,nucleolar_and_coiled-body_phosphoprotein_1
ENSG00000144320,KIAA1715,chr2,-,176788620,176867567,7610,5.979251409,5.156129218,5.750008832,5.757695135,5.815229362,5.699700494,protein_coding,KIAA1715
ENSG00000186881,OR13F1,chr9,+,107266455,107267547,1093,0,0,0,0,0,0,protein_coding,olfactory_receptor_family_13_subfamily_F_member_1
ENSG00000176903,PNMA1,chr14,-,74178494,74181128,2635,28.49979776,28.29979634,26.73029589,38.60463008,36.44931006,40.56168347,protein_coding,paraneoplastic_Ma_antigen_1
ENSG00000176909,MAMSTR,chr19,-,49215999,49222978,1837,0.931384359,0.793458538,0.94026804,0.895848456,0.546989014,0.350669037,protein_coding,MEF2_activating_motif_and_SAP_domain_containing_transcriptional_regulator
ENSG00000255558,CTC-497E21.5,chr11,-,13076162,13156386,467,0.099019218,0,0.136987262,0.110122699,0,0,lincRNA,-
ENSG00000257150,PGAM1P5,chr12,+,96043031,96067775,2148,0,0,0,0,0.058474093,0.149948562,pseudogene,phosphoglycerate_mutase_1_pseudogene_5
ENSG00000253810,PSAT1P1,chr8,-,50652776,50653881,1106,0,0,0,0,0,0,pseudogene,phosphoserine_aminotransferase_1_pseudogene_1
ENSG00000133111,RFXAP,chr13,+,37393361,37403241,2304,4.014060314,4.327200522,4.164912206,3.258848031,3.452610956,2.865813788,protein_coding,regulatory_factor_X-associated_protein
ENSG00000241685,ARPC1A,chr7,+,98923521,98985787,1702,81.75211647,83.20728362,84.04450241,95.33086539,93.37769862,93.17003666,protein_coding,actin_related_protein_2/3_complex_subunit_1A_41kDa
ENSG00000271171,CTC-523E23.15,chr19,-,35395296,35395961,458,0,0,0,0,0,0,lincRNA,-
ENSG00000113368,LMNB1,chr5,+,126112315,126172712,3475,51.71116954,50.55192616,50.3868322,37.57522757,36.39757373,35.53025776,protein_coding,lamin_B1
ENSG00000145740,SLC30A5,chr5,+,68389473,68426896,4360,13.16199329,14.0543127,13.17610097,14.03635035,14.0102318,15.09486774,protein_coding,solute_carrier_family_30_(zinc_transporter)_member_5
ENSG00000230069,LRRC37A15P,chr4,-,103648431,103651878,1355,0.341269187,0.559367774,0.613763594,0.341583545,0.278086389,0.237704436,pseudogene,leucine_rich_repeat_containing_37_member_A15_pseudogene
ENSG00000131183,SLC34A1,chr5,+,176806236,176825849,2916,0.063432064,0.139959991,0.087754529,0.105817491,0.014357836,0.018409323,protein_coding,solute_carrier_family_34_(sodium_phosphate)_member_1
ENSG00000110107,PRPF19,chr11,-,60658202,60674060,2157,80.37142494,74.33201981,80.7003584,59.93891206,56.65789928,57.31510917,protein_coding,PRP19/PSO4_pre-mRNA_processing_factor_19_homolog_(S._cerevisiae)
ENSG00000189269,C22orf43,chr22,-,23950639,23974508,1300,0.03557075,0.089697436,0.04921004,0.118678386,0.257645851,0.165174108,protein_coding,chromosome_22_open_reading_frame_43
ENSG00000111859,NEDD9,chr6,-,11183531,11382581,4934,5.726357239,5.97922308,5.393755455,5.430406066,4.565198318,4.895969456,protein_coding,neural_precursor_cell_expressed_developmentally_down-regulated_9
ENSG00000102575,ACP5,chr19,-,11685475,11689823,1699,0.081651515,0,0.150613423,0.605383172,0.492848155,0.473939833,protein_coding,acid_phosphatase_5_tartrate_resistant
ENSG00000139405,C12orf52,chr12,+,113623331,113630173,2053,27.56949692,24.73560806,27.88888508,29.53374925,28.6525905,28.99799215,protein_coding,chromosome_12_open_reading_frame_52
ENSG00000111276,CDKN1B,chr12,+,12867992,12875305,2657,40.27246132,36.7769615,39.41433394,40.41407727,36.3365982,37.43770312,protein_coding,cyclin-dependent_kinase_inhibitor_1B_(p27_Kip1)
ENSG00000145642,FAM159B,chr5,+,63986135,64013917,847,0,0,0,0,0,0,protein_coding,family_with_sequence_similarity_159_member_B
ENSG00000114739,ACVR2B,chr3,+,38495342,38524948,5370,0.869728018,1.085723154,1.084087092,1.024715297,1.005754403,0.719753096,protein_coding,activin_A_receptor_type_IIB
ENSG00000185753,CXorf38,chrX,-,40488285,40506819,2783,7.211288923,8.379925742,8.068466069,7.927528526,8.003407761,7.812088382,protein_coding,chromosome_X_open_reading_frame_38
ENSG00000214439,FAM185BP,chr7,-,76713203,76751433,716,0.322918819,0.24428771,0.446739186,0.215477516,0.116948186,0.82471709,pseudogene,family_with_sequence_similarity_185_member_B_pseudogene
ENSG00000138443,ABI2,chr2,+,204192942,204301606,6659,8.367859988,8.825613458,8.550235143,8.719240456,9.110367343,9.335226843,protein_coding,abl-interactor_2
ENSG00000135624,CCT7,chr2,+,73460548,73480149,2031,310.5111042,301.9659102,299.0448797,238.2975502,225.9935315,226.2503045,protein_coding,chaperonin_containing_TCP1_subunit_7_(eta)
ENSG00000168917,SLC35G2,chr3,+,136537489,136574734,2837,0,0.082204206,0,0,0.029515298,0,protein_coding,solute_carrier_family_35_member_G2
ENSG00000159842,ABR,chr17,-,906758,1132315,5595,19.93487815,20.39314091,19.97514226,31.2240464,31.54089453,30.76017191,protein_coding,active_BCR-related
ENSG00000151332,MBIP,chr14,-,36767770,36789882,1642,22.61407173,20.41681893,21.42824501,16.19239606,18.33294585,17.81757849,protein_coding,MAP3K12_binding_inhibitory_protein_1
ENSG00000211451,GNRHR2,chr1,-,145509752,145516076,1599,0.722982721,0.47401084,0.840171408,0.38594597,0.576037471,0.436435651,pseudogene,gonadotropin-releasing_hormone_(type_2)_receptor_2
ENSG00000102962,CCL22,chr16,+,57392684,57400102,2929,0.078938161,0.039811085,0.065523781,0.052673916,0.142941109,0.054982846,protein_coding,chemokine_(C-C_motif)_ligand_22
ENSG00000227837,TRIM60P11Y,chrY,+,26837938,26839079,801,0,0,0,0,0,0,pseudogene,tripartite_motif_containing_60_pseudogene_11_Y-linked
ENSG00000240298,RPL36AP40,chr11,-,25610021,25610389,369,0,0,0,0,0,0,pseudogene,ribosomal_protein_L36a_pseudogene_40
ENSG00000184076,UQCR10,chr22,+,30163358,30166402,916,101.2679056,89.68274748,95.33102104,93.5909496,86.34019046,83.80422128,protein_coding,ubiquinol-cytochrome_c_reductase_complex_III_subunit_X
ENSG00000267089,CTC-499B15.8,chr19,-,11952056,11953254,442,0.104619853,0,0,0,0,0.2429031,lincRNA,-
ENSG00000267082,CTC-510F12.2,chr19,+,11314304,11326844,569,0.650150788,1.332062098,0.899445364,1.626874179,0.73580757,1.698187226,antisense,-
ENSG00000267598,CTC-250I14.6,chr19,-,13263885,13265007,756,0,0,0,0,0,0,antisense,-
ENSG00000170542,SERPINB9,chr6,-,2887500,2903514,4118,1.740530864,1.996301603,1.802057788,2.123030858,2.673904698,2.26823599,protein_coding,serpin_peptidase_inhibitor_clade_B_(ovalbumin)_member_9
ENSG00000241962,C2orf15,chr2,+,99757948,99939204,2569,4.301997658,4.221261193,3.486269835,3.002761801,2.803114647,3.113490144,protein_coding,chromosome_2_open_reading_frame_15
ENSG00000243238,IGKV2-30,chr2,-,89544264,89545079,390,0,0,0,0,0,0,IG_V_gene,immunoglobulin_kappa_variable_2-30
ENSG00000243232,PCDHAC2,chr5,+,140345820,140391936,5970,0.317574701,0.322279732,0.21431508,0.275657222,0.364674613,0.28774049,protein_coding,protocadherin_alpha_subfamily_C_2
ENSG00000238227,C9orf69,chr9,-,139006427,139010731,2844,29.75485722,30.68920184,29.44469915,30.41516151,31.76862121,28.04881697,protein_coding,chromosome_9_open_reading_frame_69
ENSG00000181191,PJA1,chrX,-,68380694,68385636,2755,8.560220384,8.063001818,8.777427753,5.544068323,4.847810087,4.734891172,protein_coding,praja_ring_finger_1_E3_ubiquitin_protein_ligase
ENSG00000248175,CTC-428G20.3,chr5,-,114539713,114541943,2231,0.455994373,0.548798745,0.831563645,0.437973424,0.412856977,0.673726752,lincRNA,-
ENSG00000129873,CDY2B,chrY,-,19989290,19992100,2369,0,0,0,0,0,0,protein_coding,chromodomain_protein_Y-linked_2B
ENSG00000141946,ZIM3,chr19,-,57645464,57656570,2627,0,0,0,0,0,0,protein_coding,zinc_finger_imprinted_3
ENSG00000224838,FKSG52,chr5,+,59726565,59726939,375,0,0,0,0,0,0,protein_coding,-
ENSG00000240463,RPS19P3,chr14,-,35037895,35038335,441,0.524285429,0.132207105,0.145063609,0.116615194,0.37975012,0.12172695,pseudogene,ribosomal_protein_S19_pseudogene_3
ENSG00000267214,CTC-265F19.3,chr19,+,2631952,2632847,454,0,0,0,0,0,0,antisense,-
ENSG00000267592,CTC-507E2.2,chr17,-,33923923,33924147,225,0,0,0,0,0.186077559,0,pseudogene,-
ENSG00000173230,GOLGB1,chr3,-,121382046,121468602,11198,11.4634508,13.44860779,11.7171574,13.15304416,14.39824548,15.39306749,protein_coding,golgin_B1
ENSG00000232497,ADIPOR1P1,chr10,+,22451921,22454723,1074,0,0,0,0,0,0,pseudogene,adiponectin_receptor_1_pseudogene_1
ENSG00000232493,RPL12P11,chr20,+,40176061,40176561,501,0,0,0,0,0,0,pseudogene,ribosomal_protein_L12_pseudogene_11
ENSG00000116183,PAPPA2,chr1,+,176432307,176814735,9685,0,0,0,0,0.008645834,0.005542755,protein_coding,pappalysin_2
ENSG00000258916,SPATA31E2P,chr15,-,20798818,20804500,4965,0,0,0,0,0,0,pseudogene,SPATA31_subfamily_E_member_2_pseudogene
ENSG00000258911,DUX4L10,chr10,+,135480654,135481921,1268,0,0,0,0,0,0,pseudogene,double_homeobox_4_like_10
ENSG00000070985,TRPM5,chr11,-,2425745,2444275,3932,0.070562525,0.074139539,0.048809551,0.196187565,0.074535136,0.081914931,protein_coding,transient_receptor_potential_cation_channel_subfamily_M_member_5
ENSG00000117859,OSBPL9,chr1,+,52042851,52254889,4520,19.6528393,21.29619544,20.62140177,21.56078193,22.58248782,21.99519814,protein_coding,oxysterol_binding_protein-like_9
ENSG00000116455,WDR77,chr1,-,111982512,111991998,2576,13.78642728,13.57996895,14.50320732,7.586325375,8.922837912,7.898028243,protein_coding,WD_repeat_domain_77
ENSG00000160285,LSS,chr21,-,47608055,47648738,4936,32.32066717,30.2265458,31.28665848,39.34146808,43.26699074,42.75168376,protein_coding,lanosterol_synthase_(23-oxidosqualene-lanosterol_cyclase)
ENSG00000078725,DBC1,chr9,-,121915736,122131745,3202,0,0,0,0,0,0,protein_coding,deleted_in_bladder_cancer_1
ENSG00000223636,UBE2Q2P5Y,chrY,+,27577303,27583462,207,0,0,0,0,0,0,pseudogene,ubiquitin-conjugating_enzyme_E2Q_family_member_2_pseudogene_5_Y-linked
ENSG00000236862,RPS20P24,chr9,-,75270748,75271108,361,0,0,0,0,0,0,pseudogene,ribosomal_protein_S20_pseudogene_24
ENSG00000170954,ZNF415,chr19,-,53611132,53636330,2630,0,0,0,0,0,0,protein_coding,zinc_finger_protein_415
ENSG00000142700,DMRTA2,chr1,-,50883222,50889172,3137,6.766039669,7.118322179,6.464602269,5.934549812,5.912426102,5.715540141,protein_coding,DMRT-like_family_A2
ENSG00000156486,KCNS2,chr8,+,99439250,99445076,5219,0.008860313,0.022342722,0.024515444,0.049269305,0.016044242,0.020571598,protein_coding,potassium_voltage-gated_channel_delayed-rectifier_subfamily_S_member_2
ENSG00000250588,IQCJ-SCHIP1,chr3,+,158680024,159615155,2633,0.421499201,0.642155969,0.801789099,1.386759716,1.399291935,1.223279569,protein_coding,IQCJ-SCHIP1_readthrough
ENSG00000131379,C3orf20,chr3,+,14716606,14814541,3326,0.194644512,0.07011826,0.192342308,0.216470898,0.163643073,0.193679802,protein_coding,chromosome_3_open_reading_frame_20
ENSG00000131374,TBC1D5,chr3,-,17199899,18486309,6609,9.375737065,9.677524087,9.660327641,8.084878977,8.324077816,8.561112225,protein_coding,TBC1_domain_family_member_5
ENSG00000184270,HIST2H2AB,chr1,-,149859019,149859466,448,0,0,0,0.114793081,0,0,protein_coding,histone_cluster_2_H2ab
ENSG00000251066,CTC-534B23.1,chr5,+,84845227,84845770,544,0,0,0,0,0,0,pseudogene,-
ENSG00000162396,PARS2,chr1,-,55222571,55230187,2347,7.664306862,7.452492546,6.623541333,7.340496654,7.171161142,7.113324656,protein_coding,prolyl-tRNA_synthetase_2_mitochondrial_(putative)
ENSG00000162398,C1orf177,chr1,+,55271736,55307925,1777,0,0,0,0.202583626,0.21204674,0.181254649,protein_coding,chromosome_1_open_reading_frame_177
ENSG00000139618,BRCA2,chr13,+,32889611,32973805,10984,2.479654331,2.595623635,2.446165479,1.788531388,1.93633148,2.262798061,protein_coding,breast_cancer_2_early_onset
ENSG00000180198,RCC1,chr1,+,28832455,28865812,2844,108.6133586,107.3609553,107.476526,85.44092636,81.89473577,79.03122251,protein_coding,regulator_of_chromosome_condensation_1
ENSG00000266989,FTLP5,chr19,+,3870989,3872105,534,0,0,0,0,0,0,pseudogene,ferritin_light_polypeptide_pseudogene_5
ENSG00000164946,FREM1,chr9,-,14734664,14910993,10089,0.018333621,0.011557802,0.025363486,0,0.008299624,0.005320803,protein_coding,FRAS1_related_extracellular_matrix_1
ENSG00000164944,KIAA1429,chr8,-,95499921,95565757,6528,9.683330205,9.645772062,9.711595284,9.240843048,10.13335971,11.11787731,protein_coding,KIAA1429
ENSG00000242858,CTC-484M2.1,chr5,-,83042207,83042808,602,0,0,0,0,0,0,pseudogene,-
ENSG00000139722,VPS37B,chr12,-,123349882,123380991,3021,19.17947516,18.3922796,19.52438049,24.95611468,26.65048255,27.00960257,protein_coding,vacuolar_protein_sorting_37_homolog_B_(S._cerevisiae)
ENSG00000267581,CTC-559E9.4,chr19,-,19871847,19932525,609,0,0,0,0,0,0.088147102,lincRNA,-
ENSG00000267589,CTC-232P5.4,chr19,+,6072834,6073538,418,0,0,0,0,0,0,pseudogene,-
ENSG00000203560,OR52J1P,chr11,+,5125383,5126314,932,0,0,0,0,0,0,pseudogene,olfactory_receptor_family_52_subfamily_J_member_1_pseudogene
ENSG00000101246,ARFRP1,chr20,-,62329996,62339355,2965,12.18043249,12.46688477,12.40624101,15.67968958,15.87150578,14.91859228,protein_coding,ADP-ribosylation_factor_related_protein_1
ENSG00000177352,CCDC71,chr3,-,49199968,49203754,1781,22.95222108,21.50774285,22.12655795,23.30254433,24.23657593,21.4907188,protein_coding,coiled-coil_domain_containing_71
ENSG00000166979,EVA1C,chr21,+,33784314,33887707,2492,8.647175067,9.28829187,8.98497914,5.984717948,5.762654738,5.730056837,protein_coding,eva-1_homolog_C_(C._elegans)
ENSG00000047579,DTNBP1,chr6,-,15523032,15663289,1880,14.53670591,13.58343617,14.49602124,11.87204702,11.42446927,12.02124858,protein_coding,dystrobrevin_binding_protein_1
ENSG00000137714,FDX1,chr11,+,110300607,110335605,3206,23.94313107,22.95034519,25.02252232,22.66586885,25.60888051,23.84359862,protein_coding,ferredoxin_1
ENSG00000268583,CTC-453G23.8,chr19,+,48707340,48716411,566,0,0,0.113026593,0,0,0.18968758,antisense,-
ENSG00000268581,SIGLEC18P,chr19,+,51623244,51626222,909,0,0,0,0.056575688,0.046058802,0,pseudogene,sialic_acid_binding_Ig-like_lectin_18_pseudogene
ENSG00000268589,CTC-457E21.7,chr19,+,22803285,22803526,242,0,0,0,0,0,0,pseudogene,-
ENSG00000067167,TRAM1,chr8,-,71485677,71520622,3394,45.45174661,47.36072188,50.08143718,50.23025956,52.5378529,51.68869184,protein_coding,translocation_associated_membrane_protein_1
ENSG00000268051,CTC-244M17.1,chr19,+,38454493,38455430,607,0,0,0,0,0,0,sense_intronic,-
ENSG00000268053,CTC-344H19.6,chr19,-,46614337,46617121,1916,0,0,0,0,0,0,pseudogene,-
ENSG00000080572,PIH1D3,chrX,+,106449862,106487473,1926,0,0,0,0,0,0,protein_coding,PIH1_domain_containing_3
ENSG00000204345,CD300LD,chr17,-,72575504,72588422,1303,0,0,0,0,0,0,protein_coding,CD300_molecule-like_family_member_d
ENSG00000242244,ATP5G1P3,chr3,-,138608097,138608799,410,0,0,0,0,0,0,pseudogene,ATP_synthase_H+_transporting_mitochondrial_Fo_complex_subunit_C1_(subunit_9)_pseudogene_3
ENSG00000240704,KLF7P1,chr3,-,170670639,170671686,1048,0,0,0,0,0,0,pseudogene,kruppel-like_factor_7_pseudogene_1
ENSG00000185149,NPY2R,chr4,+,156129781,156138230,3626,0,0,0,0,0,0,protein_coding,neuropeptide_Y_receptor_Y2
ENSG00000267799,CTC-478M6.1,chr19,-,29281719,29283778,1400,0,0,0,0,0,0,pseudogene,-
ENSG00000198471,RTP2,chr3,-,187416047,187420345,1346,0,0,0,0,0,0,protein_coding,receptor_(chemosensory)_transporter_protein_2
ENSG00000108753,HNF1B,chr17,-,36046434,36105237,3481,12.56676477,12.8632462,12.90120142,11.43485508,10.33155421,11.3346639,protein_coding,HNF1_homeobox_B
ENSG00000105254,TBCB,chr19,+,36605191,36616849,1473,70.4774158,67.20913784,75.00438554,74.99378231,71.1434007,67.20220158,protein_coding,tubulin_folding_cofactor_B
ENSG00000261115,TMEM178B,chr7,+,140774032,141180180,10558,2.07164748,1.98799015,1.914707735,1.548956388,1.379984169,1.428729439,protein_coding,transmembrane_protein_178B
ENSG00000146409,SLC18B1,chr6,-,133090509,133119701,2368,14.50920071,15.51144426,16.31745063,9.620901222,8.840255648,9.226522439,protein_coding,solute_carrier_family_18_subfamily_B_member_1
ENSG00000100593,ISM2,chr14,-,77940740,77965210,3042,0,0,0.021029931,0,0.013763133,0,protein_coding,isthmin_2_homolog_(zebrafish)
ENSG00000141753,IGFBP4,chr17,+,38599702,38613983,2200,36.44708379,36.22757122,34.66176244,54.37268219,49.47971452,50.43628927,protein_coding,insulin-like_growth_factor_binding_protein_4
ENSG00000074706,IPCEF1,chr6,-,154475631,154677926,6689,0,0,0,0.007688339,0,0,protein_coding,interaction_protein_for_cytohesin_exchange_factors_1
ENSG00000100596,SPTLC2,chr14,-,77972340,78083116,8170,15.51398445,16.33492412,15.87189417,20.08623203,19.58084814,20.47390688,protein_coding,serine_palmitoyltransferase_long_chain_base_subunit_2
ENSG00000267871,CTC-444N24.6,chr19,-,57778588,57791702,712,0.259786375,0.081886704,0.449248957,0.433376127,0.176407798,0.678559362,antisense,-
ENSG00000229855,CTC-546K23.1,chr5,+,120535399,120693093,821,0,0,0,0,0,0,lincRNA,-
ENSG00000150456,N6AMT2,chr13,-,21302870,21348097,1042,6.567958036,8.057274475,6.507815218,6.564137196,5.062666789,5.769997631,protein_coding,N-6_adenine-specific_DNA_methyltransferase_2_(putative)
ENSG00000229589,ACVR2B-AS1,chr3,-,38492518,38496311,2517,0.477668393,0.509604026,0.940406398,0.592527498,0.41584675,0.575845371,processed_transcript,ACVR2B_antisense_RNA_1
ENSG00000224751,SHMT1P1,chr1,-,44315972,44317283,1312,0,0,0,0,0,0,pseudogene,serine_hydroxymethyltransferase_1_(soluble)_pseudogene_1
ENSG00000203760,CENPW,chr6,+,126661320,126670021,750,27.43690506,28.76297779,29.34230628,20.63948991,21.10119518,23.61989744,protein_coding,centromere_protein_W
ENSG00000203761,MSTO2P,chr1,+,155581011,155720105,2045,0.293958764,0.399142624,0.344109323,0.427513011,0.552773188,0.525003277,pseudogene,misato_homolog_2_pseudogene
ENSG00000110435,PDHX,chr11,+,34937376,35042138,2503,20.69157483,21.26685711,23.360515,20.91609742,21.94570331,21.27532258,protein_coding,pyruvate_dehydrogenase_complex_component_X
ENSG00000100994,PYGB,chr20,+,25228705,25278650,4134,61.44343679,63.40875345,63.55523039,101.0010286,98.83513591,93.46880734,protein_coding,phosphorylase_glycogen;_brain
ENSG00000100991,TRPC4AP,chr20,-,33590207,33680674,3226,57.88130636,58.30333335,59.27323338,57.8039031,56.55869509,55.04608912,protein_coding,transient_receptor_potential_cation_channel_subfamily_C_member_4_associated_protein
ENSG00000269086,CTC-523E23.5,chr19,+,35328793,35346208,5302,0.026164829,0.087971835,0.012065834,0.009699604,0.015793078,0.020249561,lincRNA,-
ENSG00000242071,RPL7AP6,chr14,-,70352057,70352869,813,16.26716457,14.34276343,16.76046736,14.92846606,13.2348522,11.42301872,pseudogene,ribosomal_protein_L7a_pseudogene_6
ENSG00000271649,CTC-523E23.13,chr19,-,35382933,35389847,471,0,0,0,0,0,0,lincRNA,-
ENSG00000168517,HEXIM2,chr17,+,43238067,43247407,1528,1.028944466,1.335482112,0.837343606,1.48089085,0.904205415,1.018825895,protein_coding,hexamethylene_bis-acetamide_inducible_2
ENSG00000244390,RPS6P22,chr12,+,59413950,59414675,726,0,0,0,0,0,0,pseudogene,ribosomal_protein_S6_pseudogene_22
ENSG00000118094,TREH,chr11,-,118528026,118550399,2770,0,0,0.046189929,0.371316249,0.151146032,0.193796336,protein_coding,trehalase_(brush-border_membrane_glycoprotein)
ENSG00000229000,SEPT7P8,chr19,-,54275760,54276534,775,0,0,0,0.066357807,0,0,pseudogene,septin_7_pseudogene_8
ENSG00000258774,NANOGP7,chr14,-,92070746,92071663,918,0,0,0,0,0,0,pseudogene,Nanog_homeobox_pseudogene_7
ENSG00000112462,OR12D3,chr6,-,29341200,29343068,1869,0,0,0,0,0,0,protein_coding,olfactory_receptor_family_12_subfamily_D_member_3
ENSG00000144233,AMMECR1L,chr2,-,128619204,128643496,4658,8.64679263,9.450196797,8.501356562,9.85929139,9.635445943,9.749811291,protein_coding,AMMECR1-like
ENSG00000170004,CHD3,chr17,+,7788124,7816078,7356,28.05572779,28.34321915,27.79470807,29.66368077,31.09893297,30.95667265,protein_coding,chromodomain_helicase_DNA_binding_protein_3
ENSG00000197496,SLC2A10,chr20,+,45338126,45364965,4368,8.024591784,8.849613098,8.392069253,16.82454495,17.7035672,18.17652572,protein_coding,solute_carrier_family_2_(facilitated_glucose_transporter)_member_10
ENSG00000197140,ADAM32,chr8,+,38964509,39142430,6871,0.100950316,0.127281327,0.111727058,0.127239719,0.14624055,0.093753314,protein_coding,ADAM_metallopeptidase_domain_32
ENSG00000160181,TFF2,chr21,-,43766466,43771237,737,0.313717604,0.237327001,0.607613786,9.280639021,4.828674781,7.429473108,protein_coding,trefoil_factor_2
ENSG00000243607,RPL35AP26,chr11,-,126148152,126148472,321,0,0,0,0,0,0,pseudogene,ribosomal_protein_L35a_pseudogene_26
ENSG00000204568,MRPS18B,chr6,+,30585486,30594172,1610,51.44060677,51.60388201,46.68840714,44.55967957,42.82962198,44.34565726,protein_coding,mitochondrial_ribosomal_protein_S18B
ENSG00000132824,SERINC3,chr20,-,43124862,43150750,4445,51.02742103,51.79749458,51.03451981,60.72933633,62.57041065,62.37691497,protein_coding,serine_incorporator_3
ENSG00000141510,TP53,chr17,-,7565097,7590856,2653,36.16739455,37.09612767,39.52198695,31.92640928,29.79485376,29.96699116,protein_coding,tumor_protein_p53
ENSG00000004777,ARHGAP33,chr19,+,36265434,36279724,4401,2.301066232,2.371346664,2.631020749,2.839544196,2.359265573,2.842038021,protein_coding,Rho_GTPase_activating_protein_33
ENSG00000173641,HSPB7,chr1,-,16340523,16346089,2892,0,0,0,0.106695644,0.014476989,0.148496778,protein_coding,heat_shock_27kDa_protein_family_member_7_(cardiovascular)
ENSG00000249180,CTC-506B8.1,chr5,-,96076783,96078402,565,0,0,0,0,0,0,antisense,-
ENSG00000237575,PYY2,chr17,+,26553589,26555091,1076,0.128927439,0.162555762,0,0.095589778,0.233461621,0.399119592,pseudogene,peptide_YY_2_(pseudogene)
ENSG00000270679,CTC-512J12.7,chr19,+,44794234,44795064,526,0,0.110842839,0,0,0,0,pseudogene,-
ENSG00000144031,ANKRD53,chr2,+,71205510,71212626,2182,0.063577417,0.053440269,0.175911232,0.282826584,0.115125896,0.221418087,protein_coding,ankyrin_repeat_domain_53
ENSG00000231300,EZH2P1,chr21,-,36972030,36972320,291,0,0,0,0,0,0,pseudogene,enhancer_of_zeste_homolog_2_(Drosophila)_pseudogene_1
ENSG00000142178,SIK1,chr21,-,44834395,44847008,4712,3.827328137,3.959479345,3.842184543,7.301541595,8.156689259,8.441862173,protein_coding,salt-inducible_kinase_1
ENSG00000111581,NUP107,chr12,+,69080514,69136785,3653,25.35523558,24.94610184,24.65755721,18.0481246,18.96814426,19.91200323,protein_coding,nucleoporin_107kDa
ENSG00000064666,CNN2,chr19,+,1026212,1039068,2548,115.2782669,117.2473627,120.9663116,146.9956943,154.2260176,146.0021133,protein_coding,calponin_2
ENSG00000250381,UNC93B4,chr4,-,4145185,4152148,747,0,0,0,0,0,0,pseudogene,unc-93_homolog_B4_pseudogene_(C._elegans)
ENSG00000188536,HBA2,chr16,+,222846,223709,640,0,0,0.099957893,0,0,0,protein_coding,hemoglobin_alpha_2
ENSG00000149305,HTR3B,chr11,+,113775399,113817287,2011,0,0,0,0,0,0,protein_coding,5-hydroxytryptamine_(serotonin)_receptor_3B_ionotropic
ENSG00000115464,USP34,chr2,-,61414598,61697904,11357,15.0896151,16.6177591,15.61444912,13.37644145,14.24090537,14.9364981,protein_coding,ubiquitin_specific_peptidase_34
ENSG00000112115,IL17A,chr6,+,52051185,52055436,1859,0,0,0,0,0,0,protein_coding,interleukin_17A
ENSG00000108270,AATF,chr17,+,35306175,35414171,2141,50.02167851,52.01278221,51.15453719,41.50694776,40.71370035,42.39867371,protein_coding,apoptosis_antagonizing_transcription_factor
ENSG00000101745,ANKRD12,chr18,+,9136226,9285206,10459,5.385096599,6.014848139,5.859659941,5.895528562,6.673012754,6.908443785,protein_coding,ankyrin_repeat_domain_12
ENSG00000234821,MRPS33P4,chr20,+,51127791,51128107,317,0,0,0,0,0,0,pseudogene,mitochondrial_ribosomal_protein_S33_pseudogene_4
ENSG00000226873,CDY14P,chrY,+,25820526,25821539,1014,0,0,0,0,0,0,pseudogene,chromodomain_protein_Y-linked_14_pseudogene
ENSG00000213695,RPS7P14,chrX,+,73629353,73629935,583,0,0,0,0,0,0,pseudogene,ribosomal_protein_S7_pseudogene_14
ENSG00000160963,COL26A1,chr7,+,101006101,101202304,3032,0.045753933,0.057687995,0.084397166,0.288345682,0.483298409,0.336395157,polymorphic_pseudogene,collagen_type_XXVI_alpha_1
ENSG00000169562,GJB1,chrX,+,70435044,70445366,1904,0.097147006,0.428700981,0.134397167,0.513192599,0.505751769,0.253746988,protein_coding,gap_junction_protein_beta_1_32kDa
ENSG00000266248,CTC-525D6.2,chr19,-,29980682,30017855,543,0,0,0,0,0,0,antisense,-
ENSG00000267262,CTC-232P5.3,chr19,+,6067964,6077130,567,0,0,0,0,0,0,antisense,-
ENSG00000228567,VN1R4,chr19,-,53769929,53770972,1044,0,0,0,0,0,0,protein_coding,vomeronasal_1_receptor_4
ENSG00000226094,RPL7P3,chr20,+,61169878,61170591,714,0,0,0,0,0.058637886,0,pseudogene,ribosomal_protein_L7_pseudogene_3
